["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 5.2529559785139427e-03 2.9725673328987350e+00
1.9049312435416666e+14 2.8067221081893228e-04 2.0577423677667777e+00
1.9361596245833331e+14 1.0780233672388507e-03 3.8000893447591131e+00
1.9673880056250000e+14 1.5212912457183492e-03 6.6422109182373443e+00
1.9986163866666666e+14 3.8330358670615066e-03 6.3276250205024747e+00
("port 1","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 5.0477170997543697e-01 -2.7058215894619725e-01
1.9049312435416666e+14 5.8332197047769563e-01 2.8298759605652624e+00
1.9361596245833331e+14 6.5245762504648397e-01 -3.0409952283518077e-01
1.9673880056250000e+14 7.1109179926702837e-01 -3.4040411836710489e+00
1.9986163866666666e+14 7.5980480433659658e-01 -6.4798990160834284e+00
("port 1","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.7910783195068767e-03 9.9836651348669769e-01
1.9049312435416666e+14 2.9987131895312922e-03 -5.7764170377249502e-01
1.9361596245833331e+14 2.8094459836655304e-03 -2.9695617188283059e+00
1.9673880056250000e+14 6.7528175923416199e-04 -5.6437512853839031e+00
1.9986163866666666e+14 1.7964154825758950e-03 -5.6249060559902313e+00
("port 1","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 8.4798713622313304e-01 -2.2286000355770117e+00
1.9049312435416666e+14 8.0326423784696455e-01 -5.0218394274145055e+00
1.9361596245833331e+14 7.5175538492788041e-01 -7.7868386701519396e+00
1.9673880056250000e+14 6.9747718507682133e-01 -1.0530138588771006e+01
1.9986163866666666e+14 6.4276097731774540e-01 -1.3257292271053339e+01
("port 2","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 5.0471109550959381e-01 -2.7081364107664208e-01
1.9049312435416666e+14 5.8328968335426434e-01 2.8297680820374280e+00
1.9361596245833331e+14 6.5244129488589586e-01 -3.0413462671002917e-01
1.9673880056250000e+14 7.1105435643321291e-01 -3.4040536027261727e+00
1.9986163866666666e+14 7.5969705226362849e-01 -6.4799326014596978e+00
("port 2","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 5.1484187345812830e-03 2.9852315141399561e+00
1.9049312435416666e+14 3.4430644204659356e-04 2.7464109995737216e+00
1.9361596245833331e+14 9.5731135484642489e-04 3.6850395687740831e+00
1.9673880056250000e+14 1.5232906738001004e-03 6.5856988595495096e+00
1.9986163866666666e+14 3.6159392810108043e-03 6.3386587422401668e+00
("port 2","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 8.4799023810272667e-01 9.1309361303116365e-01
1.9049312435416666e+14 8.0326470872470546e-01 -1.8801471409284107e+00
1.9361596245833331e+14 7.5175631498405904e-01 -4.6451485394538548e+00
1.9673880056250000e+14 6.9747818737612532e-01 -7.3884538027453166e+00
1.9986163866666666e+14 6.4276157445435733e-01 -1.0115610869054519e+01
("port 2","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.6020758939474257e-03 -2.1287429516779435e+00
1.9049312435416666e+14 2.8683633617430019e-03 -3.6989013805782176e+00
1.9361596245833331e+14 2.6602384208760828e-03 -6.1311201130557889e+00
1.9673880056250000e+14 5.9522866126646254e-04 -9.0514454918341904e+00
1.9986163866666666e+14 1.7315788884513558e-03 -8.6844621900577188e+00
("port 3","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 4.6099835105326687e-04 1.6716550392085039e+00
1.9049312435416666e+14 1.6992430578276654e-03 -3.2205095836738107e-01
1.9361596245833331e+14 1.9471896514697551e-03 -3.3684510858515204e+00
1.9673880056250000e+14 1.1450123443164499e-03 -3.2293851273568275e-01
1.9986163866666666e+14 1.0332355357031298e-03 7.9035241280782587e-01
("port 3","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 8.4671156853391460e-01 9.1322219469683263e-01
1.9049312435416666e+14 8.0199673003270811e-01 -1.8800624637786378e+00
1.9361596245833331e+14 7.5060672284666230e-01 -4.6450300540708467e+00
1.9673880056250000e+14 6.9654293278565760e-01 -7.3882527544984953e+00
1.9986163866666666e+14 6.4207643010672599e-01 -1.0115424319046168e+01
("port 3","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.0641915259324376e-02 3.0912867847738830e+00
1.9049312435416666e+14 9.9679562370666060e-03 4.4290684270779472e+00
1.9361596245833331e+14 3.2204046470221122e-03 1.5523901126024799e+00
1.9673880056250000e+14 4.2029873415154687e-03 -5.6968091825076939e-01
1.9986163866666666e+14 1.0884000614165220e-02 -1.6849532032220615e-01
("port 3","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 4.9043782154232268e-01 2.0959364162692418e+00
1.9049312435416666e+14 5.7034093393421126e-01 -3.0824015122615728e-01
1.9361596245833331e+14 6.3916463568158521e-01 -2.7060547971035911e+00
1.9673880056250000e+14 6.9683324810619407e-01 -5.0937255522344991e+00
1.9986163866666666e+14 7.4408831787375296e-01 -7.4713059730863822e+00
("port 4","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 8.4659398179121748e-01 -2.2286269570766577e+00
1.9049312435416666e+14 8.0198205685730628e-01 -5.0218223385280210e+00
1.9361596245833331e+14 7.5061469780848800e-01 -7.7867564810671652e+00
1.9673880056250000e+14 6.9651308296292480e-01 -1.0529967458808846e+01
1.9986163866666666e+14 6.4198108746352189e-01 -1.3257145067811161e+01
("port 4","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.8056515858698342e-04 -1.3103179208728513e+00
1.9049312435416666e+14 1.6339999474987289e-03 -3.4306160203331579e+00
1.9361596245833331e+14 1.8947162252499646e-03 -6.5463770391467433e+00
1.9673880056250000e+14 1.1836547937563277e-03 -3.5650998857915996e+00
1.9986163866666666e+14 1.0416241913355864e-03 -2.2520618168802229e+00
("port 4","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 4.9043731527743001e-01 2.0959341949920769e+00
1.9049312435416666e+14 5.7033993821812545e-01 -3.0824008812140918e-01
1.9361596245833331e+14 6.3916430036810212e-01 -2.7060546126305538e+00
1.9673880056250000e+14 6.9683307850421627e-01 -5.0937259198441023e+00
1.9986163866666666e+14 7.4408828499505786e-01 -7.4713035665487402e+00
("port 4","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.0880389802476657e-02 3.0587296050929260e+00
1.9049312435416666e+14 1.0126178773981954e-02 4.4530130296469714e+00
1.9361596245833331e+14 3.4241811803686637e-03 1.5388705350770324e+00
1.9673880056250000e+14 4.3773587107032398e-03 -6.6428359505551293e-01
1.9986163866666666e+14 1.0677202280433394e-02 -1.3151052357823623e-01
