["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 4.8233821464861524e-03 2.6983179670088320e+00
1.9049312435416666e+14 1.2054964654859958e-03 5.3526348730866768e+00
1.9361596245833331e+14 2.7145110446762880e-03 3.2926555777962445e+00
1.9673880056250000e+14 3.0704177578798099e-03 5.1240403215819408e-01
1.9986163866666666e+14 4.3403853886947539e-03 -2.4922464944592690e-01
("port 1","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.7622249119725187e-01 9.5053065588941461e-03
1.9049312435416666e+14 4.5703750197042353e-01 3.0246453138329104e+00
1.9361596245833331e+14 5.3484536172405650e-01 6.1228837559420288e+00
1.9673880056250000e+14 6.0471368776706513e-01 2.9904984600980922e+00
1.9986163866666666e+14 6.6533032488783217e-01 -1.0741904680792060e-01
("port 1","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.3312777311948803e-03 -3.8245891185538133e-01
1.9049312435416666e+14 2.2033799095137726e-03 -8.9151336140759008e-01
1.9361596245833331e+14 4.4334308512602441e-03 -3.4446423999253843e+00
1.9673880056250000e+14 3.4369609568880603e-03 -6.0169276906795108e+00
1.9986163866666666e+14 1.7515854017523555e-03 -6.5535187981491179e+00
("port 1","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 9.1056071848582065e-01 -2.1973634182550805e+00
1.9049312435416666e+14 8.7974423663873602e-01 -4.9935805481555162e+00
1.9361596245833331e+14 8.3808727650723691e-01 -7.7616479082275145e+00
1.9673880056250000e+14 7.9009504267012387e-01 -1.0508008170007473e+01
1.9986163866666666e+14 7.3876851173651659e-01 -1.3238115041235307e+01
("port 2","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.7617190013492685e-01 9.2596550888801796e-03
1.9049312435416666e+14 4.5700631421637100e-01 3.0245310629534186e+00
1.9361596245833331e+14 5.3483143720995208e-01 6.1228449294707659e+00
1.9673880056250000e+14 6.0468344931606255e-01 2.9904876253362498e+00
1.9986163866666666e+14 6.6523532866574830e-01 -1.0744758253055785e-01
("port 2","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 4.8726262872026424e-03 2.7444483825217350e+00
1.9049312435416666e+14 9.8444663745322534e-04 5.3370145994754017e+00
1.9361596245833331e+14 2.4562388655583788e-03 3.3103186406192440e+00
1.9673880056250000e+14 2.7764479429664233e-03 4.7456006782595589e-01
1.9986163866666666e+14 3.9998626274972129e-03 -1.8951309587367168e-01
("port 2","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 9.1056414554443410e-01 9.4425727686110006e-01
1.9049312435416666e+14 8.7974561330467982e-01 -1.8519648378621438e+00
1.9361596245833331e+14 8.3808982317390035e-01 -4.6200364660384157e+00
1.9673880056250000e+14 7.9009835012991791e-01 -7.3664021240315094e+00
1.9986163866666666e+14 7.3877105874609050e-01 -1.0096512155887524e+01
("port 2","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.2220780394629053e-03 2.7642817416665499e+00
1.9049312435416666e+14 2.1471096960070878e-03 2.3282705025071264e+00
1.9361596245833331e+14 4.2777844895973511e-03 -2.7130611831395757e-01
1.9673880056250000e+14 3.2598271406588399e-03 -2.8789386455694710e+00
1.9986163866666666e+14 1.6446209641378959e-03 -3.3081685765585358e+00
("port 3","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.1461292056010946e-03 3.2096770449873045e-02
1.9049312435416666e+14 2.5421140759191861e-03 -5.8261472313547502e-01
1.9361596245833331e+14 3.9888699370343277e-03 -3.3166402850209469e+00
1.9673880056250000e+14 2.5575865690921468e-03 -6.0801517738487458e+00
1.9986163866666666e+14 1.1936600409202197e-03 -6.0927332120788567e+00
("port 3","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 9.0911825796013535e-01 9.4440518104344862e-01
1.9049312435416666e+14 8.7826443777919161e-01 -1.8518793710326982e+00
1.9361596245833331e+14 8.3671068182257302e-01 -4.6199111438818203e+00
1.9673880056250000e+14 7.8895540058350655e-01 -7.3662143168852570e+00
1.9986163866666666e+14 7.3788817787103089e-01 -1.0096333544008331e+01
("port 3","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 9.4949459399297376e-03 -2.9358545080865719e+00
